TEST	TRAIT	NTOTAL	VARIABLE	TYPE	NGENES	BETA	BETA_STD	SE	P
Global	Stroke-SVS	19160	JCAD_EC-SMC	SET	124	0.047207	0.0037855	0.073133	0.25931
Conditional	Stroke-SVS	1485	PHACTR1_EC-SMC	SET	66	0.32654	0.067316	0.12069	0.003451
Global	Stroke-SVS	19160	PHACTR1_EC-SMC	SET	66	0.21465	0.012577	0.10567	0.021122
Conditional	Stroke-SVS	1910	PLPP3_EC-SMC	SET	719	0.030149	0.014611	0.042648	0.23986
Global	Stroke-SVS	19160	PLPP3_EC-SMC	SET	719	0.0033904	0.00064435	0.03231	0.45822
Conditional	Stroke-SVS	3404	COMBINED_EC-SMC	SET	1629	0.016046	0.008017	0.030143	0.29726
Global	Stroke-SVS	19150	COMBINED_EC-SMC	SET	1629	0.01727	0.004818	0.022294	0.21928
Conditional	Stroke-SVS	1789	ARHGEF26_EC-only	SET	193	-0.062686	-0.019452	0.069047	0.81796
Global	Stroke-SVS	19160	ARHGEF26_EC-only	SET	193	-0.0621	-0.0062013	0.058786	0.85459
Conditional	Stroke-SVS	784	BCAS3_EC-only	SET	248	0.019761	0.0091957	0.076294	0.39785
Global	Stroke-SVS	19160	BCAS3_EC-only	SET	248	0.069958	0.0079076	0.05737	0.11136
Conditional	Stroke-SVS	567	EDN1_EC-only	SET	198	-0.032108	-0.01532	0.085707	0.64596
Global	Stroke-SVS	19160	EDN1_EC-only	SET	198	0.060527	0.0061213	0.062397	0.16602
Conditional	Stroke-SVS	741	FN1_EC-only	SET	139	0.014976	0.0058504	0.089372	0.43348
Global	Stroke-SVS	19160	FN1_EC-only	SET	139	-0.056599	-0.0048034	0.071881	0.78447
Conditional	Stroke-SVS	1281	JCAD_EC-only	SET	33	0.20736	0.032863	0.16874	0.10967
Global	Stroke-SVS	19160	JCAD_EC-only	SET	33	0.12523	0.0051929	0.12687	0.16181
Conditional	Stroke-SVS	1248	PHACTR1_EC-only	SET	17	0.3236	0.037525	0.21818	0.069151
Global	Stroke-SVS	19160	PHACTR1_EC-only	SET	17	0.26432	0.00787	0.21501	0.10948
Conditional	Stroke-SVS	1055	PLPP3_EC-only	SET	413	0.0057244	0.0027953	0.058602	0.4611
Global	Stroke-SVS	19160	PLPP3_EC-only	SET	413	0.0043278	0.00062852	0.042806	0.45974
Conditional	Stroke-SVS	2237	COMBINED_EC-only	SET	569	-0.027166	-0.011833	0.042114	0.74052
Global	Stroke-SVS	19152	COMBINED_EC-only	SET	569	-0.030418	-0.0051646	0.035875	0.80174
Conditional	Stroke-SVS	702	ARHGEF26_SMC-only	SET	122	-0.048385	-0.018348	0.098134	0.68893
Global	Stroke-SVS	19160	ARHGEF26_SMC-only	SET	122	0.082532	0.0065649	0.077813	0.14444
Conditional	Stroke-SVS	411	BCAS3_SMC-only	SET	34	-0.00099458	-0.00027431	0.16209	0.50245
Global	Stroke-SVS	19160	BCAS3_SMC-only	SET	34	0.21076	0.0088705	0.14434	0.072142
Conditional	Stroke-SVS	777	EDN1_SMC-only	SET	193	0.19122	0.082677	0.079792	0.0083989
Global	Stroke-SVS	19160	EDN1_SMC-only	SET	193	0.13951	0.013931	0.061367	0.011512
Conditional	Stroke-SVS	1152	FN1_SMC-only	SET	297	0.12859	0.056272	0.063556	0.021647
Global	Stroke-SVS	19160	FN1_SMC-only	SET	297	0.033259	0.0041087	0.050673	0.2558
Conditional	Stroke-SVS	228	HDAC9_SMC-only	SET	19	0.041054	0.011372	0.25152	0.43524
Global	Stroke-SVS	19160	HDAC9_SMC-only	SET	19	-0.076781	-0.0024167	0.19399	0.65387
Conditional	Stroke-SVS	259	JCAD_SMC-only	SET	91	-0.17669	-0.084512	0.13942	0.8969
Global	Stroke-SVS	19160	JCAD_SMC-only	SET	91	0.0083659	0.00057519	0.089395	0.46272
Conditional	Stroke-SVS	1123	PHACTR1_SMC-only	SET	46	0.25637	0.050836	0.14549	0.039165
Global	Stroke-SVS	19160	PHACTR1_SMC-only	SET	46	0.18617	0.0091112	0.12416	0.066894
Conditional	Stroke-SVS	1512	PLPP3_SMC-only	SET	187	-0.009547	-0.003144	0.071974	0.55275
Global	Stroke-SVS	19160	PLPP3_SMC-only	SET	187	-0.012293	-0.0012086	0.061749	0.5789
Conditional	Stroke-SVS	1953	COMBINED_SMC-only	SET	495	0.043373	0.018872	0.047052	0.17838
Global	Stroke-SVS	19151	COMBINED_SMC-only	SET	495	0.052711	0.0083644	0.039992	0.093758
Conditional	Stroke-SVS	1640	ARHGEF26_EC-SMC-intersect	SET	8	0.089562	0.0062419	0.34795	0.39845
Global	Stroke-SVS	19160	ARHGEF26_EC-SMC-intersect	SET	8	0.11431	0.0023353	0.28978	0.34662
Conditional	Stroke-SVS	703	BCAS3_EC-SMC-intersect	SET	9	0.39289	0.0442	0.32201	0.11142
Global	Stroke-SVS	19160	BCAS3_EC-SMC-intersect	SET	9	0.7302	0.015823	0.31877	0.010999
Conditional	Stroke-SVS	586	EDN1_EC-SMC-intersect	SET	29	-0.38892	-0.084422	0.18842	0.98026
Global	Stroke-SVS	19160	EDN1_EC-SMC-intersect	SET	29	-0.35357	-0.013746	0.1744	0.97868
Conditional	Stroke-SVS	991	FN1_EC-SMC-intersect	SET	73	-0.10681	-0.027916	0.1128	0.82804
Global	Stroke-SVS	19160	FN1_EC-SMC-intersect	SET	73	0.083601	0.0051506	0.092098	0.18202
Conditional	Stroke-SVS	1422	PHACTR1_EC-SMC-intersect	SET	3	0.31108	0.014278	0.50601	0.26941
Global	Stroke-SVS	19160	PHACTR1_EC-SMC-intersect	SET	3	0.4241	0.0053065	0.54545	0.21843
Conditional	Stroke-SVS	1310	PLPP3_EC-SMC-intersect	SET	119	0.18916	0.05438	0.09104	0.01897
Global	Stroke-SVS	19160	PLPP3_EC-SMC-intersect	SET	119	0.024141	0.0018967	0.076641	0.37639
Conditional	Stroke-SVS	2340	COMBINED_EC-SMC-intersect	SET	565	0.056588	0.024223	0.043209	0.095231
Global	Stroke-SVS	19150	COMBINED_EC-SMC-intersect	SET	565	0.032392	0.0054814	0.035688	0.18204
Conditional	height	1792	ARHGEF26_EC	SET	201	0.11191	0.035325	0.15794	0.23934
Global	height	19055	ARHGEF26_EC	SET	201	0.19905	0.020335	0.13693	0.073038
Conditional	height	789	BCAS3_EC	SET	257	0.23528	0.11033	0.16319	0.074889
Global	height	19055	BCAS3_EC	SET	257	0.34001	0.039221	0.13297	0.0052851
Conditional	height	593	EDN1_EC	SET	225	-0.2283	-0.11088	0.19129	0.88341
Global	height	19055	EDN1_EC	SET	225	0.063938	0.0069069	0.13384	0.31643
Conditional	height	440	FLT1_EC	SET	192	0.0032594	0.0016183	0.2211	0.49412
Global	height	19055	FLT1_EC	SET	192	0.13622	0.013605	0.14162	0.16806
Conditional	height	815	FN1_EC	SET	215	0.056868	0.025077	0.17138	0.37005
Global	height	19055	FN1_EC	SET	215	0.39471	0.041691	0.13716	0.0020063
Conditional	height	1278	JCAD_EC	SET	33	-0.098087	-0.015563	0.41667	0.59303
Global	height	19055	JCAD_EC	SET	33	0.2172	0.0090314	0.35522	0.27045
Conditional	height	1248	PHACTR1_EC	SET	20	-0.1286	-0.016156	0.46505	0.60891
Global	height	19055	PHACTR1_EC	SET	20	-0.0065615	-0.00021247	0.40461	0.50647
Conditional	height	1170	PLPP3_EC	SET	529	-0.035553	-0.017702	0.12707	0.61016
Global	height	19055	PLPP3_EC	SET	529	0.19829	0.032578	0.086403	0.010877
Conditional	height	2796	COMBINED_EC	SET	1132	0.0674	0.03309	0.077939	0.19362
Global	height	19047	COMBINED_EC	SET	1132	0.23503	0.055569	0.05984	4.3153e-05
Conditional	height	487	ADAMTS7_SMC	SET	171	0.14038	0.067078	0.2102	0.25228
Global	height	19055	ADAMTS7_SMC	SET	171	0.0045789	0.00043183	0.15564	0.48827
Conditional	height	707	ARHGEF26_SMC	SET	130	-0.13718	-0.053179	0.21564	0.73756
Global	height	19055	ARHGEF26_SMC	SET	130	0.18738	0.015425	0.18234	0.15207
Conditional	height	417	BCAS3_SMC	SET	42	0.47055	0.14178	0.36054	0.096297
Global	height	19055	BCAS3_SMC	SET	42	1.0473	0.049117	0.37959	0.0029025
Conditional	height	802	EDN1_SMC	SET	221	0.24133	0.10789	0.17338	0.082176
Global	height	19055	EDN1_SMC	SET	221	0.31212	0.033419	0.1391	0.012432
Conditional	height	1168	EDNRA_SMC	SET	196	0.063081	0.023583	0.15826	0.34514
Global	height	19055	EDNRA_SMC	SET	196	0.32326	0.032616	0.14202	0.01143
Conditional	height	1225	FN1_SMC	SET	373	0.034015	0.01566	0.13256	0.39876
Global	height	19055	FN1_SMC	SET	373	0.29961	0.041508	0.10764	0.002694
Conditional	height	227	HDAC9_SMC	SET	19	0.33042	0.091708	0.55871	0.27743
Global	height	19055	HDAC9_SMC	SET	19	0.75713	0.023897	0.47576	0.055772
Conditional	height	259	JCAD_SMC	SET	91	-0.32548	-0.15568	0.2991	0.86122
Global	height	19055	JCAD_SMC	SET	91	0.17578	0.012119	0.21155	0.20301
Conditional	height	1123	PHACTR1_SMC	SET	48	0.41478	0.083938	0.29189	0.077803
Global	height	19055	PHACTR1_SMC	SET	48	0.53437	0.026787	0.3073	0.041036
Conditional	height	1626	PLPP3_SMC	SET	305	-0.055176	-0.021546	0.13191	0.6621
Global	height	19055	PLPP3_SMC	SET	305	0.18844	0.02365	0.1142	0.049477
Conditional	height	2514	COMBINED_SMC	SET	1056	0.043502	0.021475	0.084563	0.3035
Global	height	19046	COMBINED_SMC	SET	1056	0.25691	0.058795	0.063387	2.5435e-05
Conditional	height	1948	ARHGEF26_EC-SMC	SET	323	0.04579	0.017034	0.12376	0.35572
Global	height	19055	ARHGEF26_EC-SMC	SET	323	0.22639	0.029225	0.11245	0.022054
Conditional	height	979	BCAS3_EC-SMC	SET	290	0.24159	0.11036	0.14937	0.053067
Global	height	19055	BCAS3_EC-SMC	SET	290	0.41015	0.050214	0.12698	0.00062066
Conditional	height	972	EDN1_EC-SMC	SET	417	-0.043287	-0.021435	0.13896	0.62226
Global	height	19055	EDN1_EC-SMC	SET	417	0.20237	0.029608	0.10031	0.021835
Conditional	height	1429	FN1_EC-SMC	SET	514	0.057735	0.027717	0.11525	0.30824
Global	height	19055	FN1_EC-SMC	SET	514	0.32152	0.052091	0.091177	0.00021148
Conditional	height	235	HDAC9_EC-SMC	SET	20	0.12083	0.033788	0.54076	0.41169
Global	height	19055	HDAC9_EC-SMC	SET	20	0.72285	0.023407	0.44778	0.053242
Conditional	height	1357	JCAD_EC-SMC	SET	124	0.00489	0.0014095	0.20824	0.49063
Global	height	19055	JCAD_EC-SMC	SET	124	0.18591	0.014948	0.18142	0.15275
Conditional	height	1481	PHACTR1_EC-SMC	SET	65	0.41808	0.085672	0.25372	0.049811
Global	height	19055	PHACTR1_EC-SMC	SET	65	0.36923	0.021529	0.24868	0.068819
Conditional	height	1903	PLPP3_EC-SMC	SET	716	-0.032525	-0.01576	0.095679	0.63303
Global	height	19055	PLPP3_EC-SMC	SET	716	0.23211	0.044142	0.074893	0.00097223
Conditional	height	3399	COMBINED_EC-SMC	SET	1626	0.11054	0.055225	0.070234	0.057815
Global	height	19045	COMBINED_EC-SMC	SET	1626	0.26334	0.073591	0.051175	1.3523e-07
Conditional	height	1784	ARHGEF26_EC-only	SET	193	0.13393	0.041612	0.16014	0.20155
Global	height	19055	ARHGEF26_EC-only	SET	193	0.24656	0.024689	0.14178	0.041029
Conditional	height	780	BCAS3_EC-only	SET	248	0.21856	0.10184	0.16539	0.09338
Global	height	19055	BCAS3_EC-only	SET	248	0.32908	0.037298	0.13461	0.0072547
Conditional	height	564	EDN1_EC-only	SET	196	-0.17366	-0.082766	0.1964	0.81151
Global	height	19055	EDN1_EC-only	SET	196	0.08052	0.0081245	0.14219	0.2856
Conditional	height	741	FN1_EC-only	SET	141	0.0065805	0.0025848	0.20366	0.48712
Global	height	19055	FN1_EC-only	SET	141	0.38096	0.03265	0.17259	0.013655
Conditional	height	1278	JCAD_EC-only	SET	33	-0.098087	-0.015563	0.41667	0.59303
Global	height	19055	JCAD_EC-only	SET	33	0.2172	0.0090314	0.35522	0.27045
Conditional	height	1245	PHACTR1_EC-only	SET	17	0.23312	0.027065	0.49619	0.31929
Global	height	19055	PHACTR1_EC-only	SET	17	0.054692	0.0016329	0.41856	0.44802
Conditional	height	1052	PLPP3_EC-only	SET	411	0.046107	0.022506	0.136	0.36733
Global	height	19055	PLPP3_EC-only	SET	411	0.25844	0.037545	0.097971	0.004176
Conditional	height	2234	COMBINED_EC-only	SET	570	0.11387	0.049653	0.099732	0.12684
Global	height	19047	COMBINED_EC-only	SET	570	0.24768	0.042202	0.0824	0.0013271
Conditional	height	699	ARHGEF26_SMC-only	SET	122	-0.10318	-0.039191	0.21995	0.68042
Global	height	19055	ARHGEF26_SMC-only	SET	122	0.2751	0.021943	0.19431	0.078432
Conditional	height	408	BCAS3_SMC-only	SET	33	0.28834	0.078713	0.4026	0.23715
Global	height	19055	BCAS3_SMC-only	SET	33	1.1187	0.046515	0.42488	0.0042377
Conditional	height	773	EDN1_SMC-only	SET	192	0.35408	0.15309	0.18144	0.025687
Global	height	19055	EDN1_SMC-only	SET	192	0.36204	0.036159	0.14793	0.0072019
Conditional	height	1151	FN1_SMC-only	SET	299	-0.028644	-0.012566	0.14348	0.5791
Global	height	19055	FN1_SMC-only	SET	299	0.26359	0.032759	0.12215	0.015475
Conditional	height	227	HDAC9_SMC-only	SET	19	0.33042	0.091708	0.55871	0.27743
Global	height	19055	HDAC9_SMC-only	SET	19	0.75723	0.0239	0.47573	0.055734
Conditional	height	259	JCAD_SMC-only	SET	91	-0.32548	-0.15568	0.2991	0.86122
Global	height	19055	JCAD_SMC-only	SET	91	0.1758	0.01212	0.21154	0.20299
Conditional	height	1120	PHACTR1_SMC-only	SET	45	0.58642	0.11521	0.29783	0.02461
Global	height	19055	PHACTR1_SMC-only	SET	45	0.59002	0.028639	0.3133	0.029848
Conditional	height	1508	PLPP3_SMC-only	SET	187	0.071092	0.023439	0.15694	0.32531
Global	height	19055	PLPP3_SMC-only	SET	187	0.32267	0.031809	0.14762	0.014422
Conditional	height	1952	COMBINED_SMC-only	SET	494	0.084875	0.036911	0.10794	0.21589
Global	height	19046	COMBINED_SMC-only	SET	494	0.29835	0.047423	0.092598	0.00063827
Conditional	height	1633	ARHGEF26_EC-SMC-intersect	SET	8	-0.491	-0.034293	0.79965	0.73035
Global	height	19055	ARHGEF26_EC-SMC-intersect	SET	8	-0.45706	-0.0093634	0.52634	0.8074
Conditional	height	698	BCAS3_EC-SMC-intersect	SET	9	0.72157	0.081464	0.75128	0.16859
Global	height	19055	BCAS3_EC-SMC-intersect	SET	9	0.76773	0.016681	0.84676	0.1823
Conditional	height	584	EDN1_EC-SMC-intersect	SET	29	-0.67056	-0.14579	0.43955	0.93615
Global	height	19055	EDN1_EC-SMC-intersect	SET	29	-0.066154	-0.0025789	0.39976	0.56572
Conditional	height	989	FN1_EC-SMC-intersect	SET	74	0.17698	0.046588	0.26759	0.25426
Global	height	19055	FN1_EC-SMC-intersect	SET	74	0.4231	0.026316	0.22739	0.031407
Conditional	height	1419	PHACTR1_EC-SMC-intersect	SET	3	-2.6629	-0.12235	1.2839	0.98087
Global	height	19055	PHACTR1_EC-SMC-intersect	SET	3	-0.87612	-0.010992	1.577	0.71073
Conditional	height	1305	PLPP3_EC-SMC-intersect	SET	118	-0.28683	-0.082289	0.21963	0.90409
Global	height	19055	PLPP3_EC-SMC-intersect	SET	118	-0.012078	-0.00094751	0.18354	0.52623
Conditional	height	2335	COMBINED_EC-SMC-intersect	SET	562	0.12924	0.05526	0.099894	0.097951
Global	height	19045	COMBINED_EC-SMC-intersect	SET	562	0.21377	0.036177	0.085721	0.006326
